Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name
AE,West_Bengal,17,150,2021,5,0,4,9,NRIPENDRA KRISHNA ROY,M,IND,229,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,0.11,yes,119,0.06,2.86,DUMWB876,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,67,SOUTH 24 PARGANAS
AE,West_Bengal,17,150,2021,5,0,4,10,TANUJIT DAS,M,IND,110,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,0.05,yes,10,0,2.86,DUMWB847,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,26,SOUTH 24 PARGANAS
AE,West_Bengal,17,150,2021,5,0,4,11,ATANU CHATTERJEE,M,IND,100,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,0.05,yes,9,0,2.86,GEWB122149,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,32,SOUTH 24 PARGANAS
AE,West_Bengal,17,150,2021,5,0,4,12,ASHUTOSH DEY,M,IND,91,,215419,302343,JADAVPUR,GEN,PRESIDENCY DIVISION,11,71.25,0.04,yes,0,0,2.86,DUMWB780,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,54,SOUTH 24 PARGANAS
AE,West_Bengal,17,151,2021,5,0,4,1,FIRDOUSI BEGUM,F,AITC,119957,,240495,301071,SONARPUR UTTAR,GEN,PRESIDENCY DIVISION,8,79.88,49.88,no,36090,15.01,2.63,AEWB101235,,,TRUE,3,AITC,,SONARPUR UTTAR,TRUE,TRUE,3,FALSE,TRUE,TRUE,42,SOUTH 24 PARGANAS
AE,West_Bengal,17,151,2021,5,0,4,2,RANJAN BAIDYA,M,BJP,83867,,240495,301071,SONARPUR UTTAR,GEN,PRESIDENCY DIVISION,8,79.88,34.87,no,54467,22.65,2.63,DUMWB527,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,SOUTH 24 PARGANAS
AE,West_Bengal,17,151,2021,5,0,4,3,MONALISA SINHA,F,CPM,29400,,240495,301071,SONARPUR UTTAR,GEN,PRESIDENCY DIVISION,8,79.88,12.22,yes,27286,11.35,2.63,DUMWB368,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,SOUTH 24 PARGANAS
AE,West_Bengal,17,151,2021,5,0,4,4,None Of The Above,,NOTA,2114,,240495,301071,SONARPUR UTTAR,GEN,PRESIDENCY DIVISION,8,79.88,0.88,yes,593,0.25,2.63,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,151,2021,5,0,4,5,SAMIR BHATTACHARYA,M,IND,1521,,240495,301071,SONARPUR UTTAR,GEN,PRESIDENCY DIVISION,8,79.88,0.63,yes,165,0.07,2.63,DUMWB837,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,62,SOUTH 24 PARGANAS
AE,West_Bengal,17,151,2021,5,0,4,6,AJIT BAUL,M,BSP,1356,,240495,301071,SONARPUR UTTAR,GEN,PRESIDENCY DIVISION,8,79.88,0.56,yes,363,0.15,2.63,AEWB101238,,,TRUE,3,BSP,,BARUIPUR PASCHIM,FALSE,TRUE,0,FALSE,FALSE,TRUE,36,SOUTH 24 PARGANAS
AE,West_Bengal,17,151,2021,5,0,4,7,NEPAL CHANDRA NASKAR,M,IND,993,,240495,301071,SONARPUR UTTAR,GEN,PRESIDENCY DIVISION,8,79.88,0.41,yes,285,0.12,2.63,DUMWB697,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,64,SOUTH 24 PARGANAS
AE,West_Bengal,17,151,2021,5,0,4,8,DULAL DAS,M,IND,708,,240495,301071,SONARPUR UTTAR,GEN,PRESIDENCY DIVISION,8,79.88,0.29,yes,129,0.05,2.63,DUMWB626,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,60,SOUTH 24 PARGANAS
AE,West_Bengal,17,151,2021,5,0,4,9,BINANDA SING,M,IND,579,,240495,301071,SONARPUR UTTAR,GEN,PRESIDENCY DIVISION,8,79.88,0.24,yes,0,0,2.63,DUMWB766,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,47,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,1,AROOP BISWAS,M,AITC,101440,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,51.4,no,50080,25.37,2.7,AEWB101243,,,TRUE,4,AITC,,TOLLYGUNJ,TRUE,TRUE,4,FALSE,TRUE,TRUE,57,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,2,BABUL SUPRIYO,M,BJP,51360,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,26.02,no,10763,5.45,2.7,GEWB14679,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,50,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,3,DEBDUT GHOSH,M,CPM,40597,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,20.57,no,38287,19.4,2.7,DUMWB192,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,49,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,4,None Of The Above,,NOTA,2310,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,1.17,yes,1856,0.94,2.7,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,5,DEBABRATA BERA,M,SUCI,454,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,0.23,yes,151,0.08,2.7,GEWB122156,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,6,SUDIPTA SOM,M,IND,303,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,0.15,yes,108,0.05,2.7,DUMWB930,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,7,SAMAR KUMAR BISWAS,M,IND,195,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,0.1,yes,47,0.02,2.7,DUMWB919,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,66,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,8,SUBHODEEP DAS,M,IND,148,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,0.07,yes,15,0.01,2.7,DUMWB903,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,29,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,9,ANINDITA BASU,F,IND,133,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,0.07,yes,7,0,2.7,DUMWB651,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,50,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,10,RAJ KUMAR MISHRA,M,IND,126,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,0.06,yes,23,0.01,2.7,DUMWB887,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,50,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,11,RABI MALIK,M,IND,103,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,0.05,yes,1,0,2.7,DUMWB843,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,12,AVIJIT SARKAR,M,IND,102,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,0.05,yes,8,0,2.7,DUMWB678,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,41,SOUTH 24 PARGANAS
AE,West_Bengal,17,152,2021,5,0,4,13,DEBASHIS DAS,M,IND,94,,197365,271816,TOLLYGUNJ,GEN,PRESIDENCY DIVISION,12,72.61,0.05,yes,0,0,2.7,AEWB121314,,,TRUE,3,IND,,TOLLYGUNJ,TRUE,TRUE,0,FALSE,FALSE,TRUE,54,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,1,Ratna Chatterjee,F,AITC,110968,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,50.01,no,37428,16.87,2.63,DUMWB251,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,49,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,2,Payel Sarkar,F,BJP,73540,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,33.15,no,43368,19.55,2.63,DUMWB11,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,3,Samita Har Chowdhury,F,CPM,30172,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,13.6,yes,27337,12.32,2.63,DUMWB473,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,52,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,4,None Of The Above,,NOTA,2835,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,1.28,yes,1660,0.75,2.63,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,5,Rina Roy,F,BSP,1175,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,0.53,yes,8,0,2.63,DUMWB318,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,6,Tulsi Rani Pramanik,F,IND,1167,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,0.53,yes,504,0.23,2.63,DUMWB927,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,7,Ashis Kumar Danda,M,SUCI,663,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,0.3,yes,260,0.12,2.63,DUMWB627,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,63,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,8,Subrata Roy,M,IND,403,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,0.18,yes,132,0.06,2.63,DUMWB905,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,47,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,9,Dr. Arun Kumar Giri,M,IND,271,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,0.12,yes,1,0,2.63,AEWB103177,,,TRUE,3,ABHM,,KANTHI DAKSHIN,FALSE,FALSE,0,FALSE,FALSE,TRUE,78,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,10,Nikhilesh Ghosh,M,IND,270,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,0.12,yes,5,0,2.63,DUMWB895,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,63,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,11,Bholanath Patra,M,IND,265,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,0.12,yes,122,0.05,2.63,DUMWB748,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,46,SOUTH 24 PARGANAS
AE,West_Bengal,17,153,2021,5,0,4,12,Dhiman Debnath,M,IND,143,,221872,310268,BEHALA PURBA,GEN,PRESIDENCY DIVISION,11,71.51,0.06,yes,0,0,2.63,DUMWB863,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,31,SOUTH 24 PARGANAS
AE,West_Bengal,17,154,2021,5,0,4,1,PARTHA CHATTERJEE,M,AITC,114778,,231816,315439,BEHALA PASCHIM,GEN,PRESIDENCY DIVISION,8,73.49,49.51,no,50884,21.95,2.7,AEWB106435,,,TRUE,5,AITC,,BEHALA PASCHIM,TRUE,TRUE,5,FALSE,TRUE,TRUE,68,SOUTH 24 PARGANAS
AE,West_Bengal,17,154,2021,5,0,4,2,SRABANTI CHATTERJEE,F,BJP,63894,,231816,315439,BEHALA PASCHIM,GEN,PRESIDENCY DIVISION,8,73.49,27.56,no,16385,7.07,2.7,DUMWB435,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,33,SOUTH 24 PARGANAS
AE,West_Bengal,17,154,2021,5,0,4,3,NIHAR BHAKTA,M,CPM,47509,,231816,315439,BEHALA PASCHIM,GEN,PRESIDENCY DIVISION,8,73.49,20.49,no,45076,19.44,2.7,DUMWB198,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,50,SOUTH 24 PARGANAS
AE,West_Bengal,17,154,2021,5,0,4,4,None Of The Above,,NOTA,2433,,231816,315439,BEHALA PASCHIM,GEN,PRESIDENCY DIVISION,8,73.49,1.05,yes,1560,0.67,2.7,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,154,2021,5,0,4,5,SANAT KUMAR BHAKAT,M,IND,873,,231816,315439,BEHALA PASCHIM,GEN,PRESIDENCY DIVISION,8,73.49,0.38,yes,11,0,2.7,DUMWB753,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,46,SOUTH 24 PARGANAS
AE,West_Bengal,17,154,2021,5,0,4,6,AMAL DHALI,M,BSP,862,,231816,315439,BEHALA PASCHIM,GEN,PRESIDENCY DIVISION,8,73.49,0.37,yes,312,0.13,2.7,DUMWB43,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,61,SOUTH 24 PARGANAS
AE,West_Bengal,17,154,2021,5,0,4,7,MRIDUL OJHA,M,IND,550,,231816,315439,BEHALA PASCHIM,GEN,PRESIDENCY DIVISION,8,73.49,0.24,yes,18,0.01,2.7,DUMWB669,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,29,SOUTH 24 PARGANAS
AE,West_Bengal,17,154,2021,5,0,4,8,ARUNA RAY,F,IND,532,,231816,315439,BEHALA PASCHIM,GEN,PRESIDENCY DIVISION,8,73.49,0.23,yes,147,0.06,2.7,DUMWB565,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,44,SOUTH 24 PARGANAS
AE,West_Bengal,17,154,2021,5,0,4,9,VIJAY KUMAR SINGH,M,IND,385,,231816,315439,BEHALA PASCHIM,GEN,PRESIDENCY DIVISION,8,73.49,0.17,yes,0,0,2.7,AEWB101265,,,TRUE,2,IND,,BEHALA PASCHIM,TRUE,TRUE,0,FALSE,FALSE,TRUE,55,SOUTH 24 PARGANAS
AE,West_Bengal,17,155,2021,5,0,4,1,DULAL CHANDRA DAS,M,AITC,124008,,219969,271869,MAHESHTALA,GEN,PRESIDENCY DIVISION,6,80.91,56.38,no,57949,26.34,2.38,DUMWB180,,,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,76,SOUTH 24 PARGANAS
AE,West_Bengal,17,155,2021,5,0,4,2,UMESH DAS,M,BJP,66059,,219969,271869,MAHESHTALA,GEN,PRESIDENCY DIVISION,6,80.91,30.03,no,40783,18.54,2.38,DUMWB27,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,56,SOUTH 24 PARGANAS
AE,West_Bengal,17,155,2021,5,0,4,3,PRAVAT CHOWDHURY,M,CPM,25276,,219969,271869,MAHESHTALA,GEN,PRESIDENCY DIVISION,6,80.91,11.49,yes,23227,10.56,2.38,DUMWB331,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,SOUTH 24 PARGANAS
AE,West_Bengal,17,155,2021,5,0,4,4,None Of The Above,,NOTA,2049,,219969,271869,MAHESHTALA,GEN,PRESIDENCY DIVISION,6,80.91,0.93,yes,884,0.4,2.38,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,155,2021,5,0,4,5,SUBHENDU BARIK,M,IND,1165,,219969,271869,MAHESHTALA,GEN,PRESIDENCY DIVISION,6,80.91,0.53,yes,327,0.15,2.38,DUMWB680,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,SOUTH 24 PARGANAS
AE,West_Bengal,17,155,2021,5,0,4,6,RINA DEBI,F,BSP,838,,219969,271869,MAHESHTALA,GEN,PRESIDENCY DIVISION,6,80.91,0.38,yes,264,0.12,2.38,DUMWB453,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,SOUTH 24 PARGANAS
AE,West_Bengal,17,155,2021,5,0,4,7,DHRUBA KUMAR BOSE,M,IND,574,,219969,271869,MAHESHTALA,GEN,PRESIDENCY DIVISION,6,80.91,0.26,yes,0,0,2.38,DUMWB647,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,50,SOUTH 24 PARGANAS
AE,West_Bengal,17,156,2021,5,0,4,1,ASHOK KUMAR DEB,M,AITC,122357,,216892,257806,BUDGE BUDGE,GEN,PRESIDENCY DIVISION,8,84.13,56.41,no,44714,20.62,2.22,AEWB106455,,,TRUE,7,AITC,,BUDGE BUDGE,TRUE,TRUE,6,FALSE,TRUE,TRUE,71,SOUTH 24 PARGANAS
AE,West_Bengal,17,156,2021,5,0,4,2,DR. TARUN KUMAR ADAK,M,BJP,77643,,216892,257806,BUDGE BUDGE,GEN,PRESIDENCY DIVISION,8,84.13,35.8,no,66834,30.81,2.22,DUMWB182,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,60,SOUTH 24 PARGANAS
AE,West_Bengal,17,156,2021,5,0,4,3,SK MUJIBAR RAHAMAN,M,INC,10809,,216892,257806,BUDGE BUDGE,GEN,PRESIDENCY DIVISION,8,84.13,4.98,yes,8074,3.72,2.22,AEWB101273,,,TRUE,2,INC,,BUDGE BUDGE,TRUE,TRUE,0,FALSE,FALSE,TRUE,41,SOUTH 24 PARGANAS
AE,West_Bengal,17,156,2021,5,0,4,4,None Of The Above,,NOTA,2735,,216892,257806,BUDGE BUDGE,GEN,PRESIDENCY DIVISION,8,84.13,1.26,yes,1592,0.73,2.22,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,156,2021,5,0,4,5,MUKUL CHANDRA JANA,M,IND,1143,,216892,257806,BUDGE BUDGE,GEN,PRESIDENCY DIVISION,8,84.13,0.53,yes,211,0.1,2.22,DUMWB846,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,49,SOUTH 24 PARGANAS
AE,West_Bengal,17,156,2021,5,0,4,6,BHARAT LAL DAS,M,BSP,932,,216892,257806,BUDGE BUDGE,GEN,PRESIDENCY DIVISION,8,84.13,0.43,yes,417,0.19,2.22,DUMWB287,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,49,SOUTH 24 PARGANAS
AE,West_Bengal,17,156,2021,5,0,4,7,UTTAM PAL,M,SUCI,515,,216892,257806,BUDGE BUDGE,GEN,PRESIDENCY DIVISION,8,84.13,0.24,yes,128,0.06,2.22,DUMWB616,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,54,SOUTH 24 PARGANAS
AE,West_Bengal,17,156,2021,5,0,4,8,BISWAJIT DAS,M,IND,387,,216892,257806,BUDGE BUDGE,GEN,PRESIDENCY DIVISION,8,84.13,0.18,yes,16,0.01,2.22,DUMWB777,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,55,SOUTH 24 PARGANAS
AE,West_Bengal,17,156,2021,5,0,4,9,KASHYAP UPADHYAY,M,IND,371,,216892,257806,BUDGE BUDGE,GEN,PRESIDENCY DIVISION,8,84.13,0.17,yes,0,0,2.22,DUMWB688,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,26,SOUTH 24 PARGANAS
AE,West_Bengal,17,157,2021,5,0,4,1,ABDUL KHALEQUE MOLLA,M,AITC,151066,,196582,256836,METIABURUZ,GEN,PRESIDENCY DIVISION,10,76.54,76.85,no,119604,60.84,1.61,AEWB104763,,,TRUE,4,AITC,,METIABURUZ,TRUE,TRUE,3,FALSE,TRUE,TRUE,76,SOUTH 24 PARGANAS
AE,West_Bengal,17,157,2021,5,0,4,2,RAMJIT PRASAD,M,BJP,31462,,196582,256836,METIABURUZ,GEN,PRESIDENCY DIVISION,10,76.54,16,yes,24073,12.25,1.61,DUMWB203,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,49,SOUTH 24 PARGANAS
AE,West_Bengal,17,157,2021,5,0,4,3,NURUZAMAN MOLLA,M,RSSCMJP,7389,,196582,256836,METIABURUZ,GEN,PRESIDENCY DIVISION,10,76.54,3.76,yes,4381,2.23,1.61,DUMWB611,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,38,SOUTH 24 PARGANAS
AE,West_Bengal,17,157,2021,5,0,4,4,None Of The Above,,NOTA,3008,,196582,256836,METIABURUZ,GEN,PRESIDENCY DIVISION,10,76.54,1.53,yes,2179,1.11,1.61,,,,TRUE,,,,,,,,,FALSE,FALSE,,SOUTH 24 PARGANAS
AE,West_Bengal,17,157,2021,5,0,4,5,PRANATI PAUL,F,Amra Bangalee,829,,196582,256836,METIABURUZ,GEN,PRESIDENCY DIVISION,10,76.54,0.42,yes,94,0.05,1.61,DUMWB683,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,56,SOUTH 24 PARGANAS
AE,West_Bengal,17,157,2021,5,0,4,6,KRISHNENDU SENGUPTA,M,IND,735,,196582,256836,METIABURUZ,GEN,PRESIDENCY DIVISION,10,76.54,0.37,yes,126,0.06,1.61,DUMWB899,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,39,SOUTH 24 PARGANAS
AE,West_Bengal,17,157,2021,5,0,4,7,SAMSAD ALAM,M,BSP,609,,196582,256836,METIABURUZ,GEN,PRESIDENCY DIVISION,10,76.54,0.31,yes,114,0.06,1.61,DUMWB366,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,SOUTH 24 PARGANAS
AE,West_Bengal,17,157,2021,5,0,4,8,MD. IMTIYAZ ALAM,M,IND,495,,196582,256836,METIABURUZ,GEN,PRESIDENCY DIVISION,10,76.54,0.25,yes,86,0.04,1.61,DUMWB870,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,SOUTH 24 PARGANAS
AE,West_Bengal,17,157,2021,5,0,4,9,SABNAM BIBI,F,All India Minorities Front,409,,196582,256836,METIABURUZ,GEN,PRESIDENCY DIVISION,10,76.54,0.21,yes,98,0.05,1.61,DUMWB758,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,36,SOUTH 24 PARGANAS
AE,West_Bengal,17,157,2021,5,0,4,10,FIROZA KHATUN,F,"Justice and Development Party,",311,,196582,256836,METIABURUZ,GEN,PRESIDENCY DIVISION,10,76.54,0.16,yes,42,0.02,1.61,DUMWB479,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,40,SOUTH 24 PARGANAS
AE,West_Bengal,17,157,2021,5,0,4,11,ANWAR RAZA,M,IND,269,,196582,256836,METIABURUZ,GEN,PRESIDENCY DIVISION,10,76.54,0.14,yes,0,0,1.61,DUMWB833,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,68,SOUTH 24 PARGANAS
AE,West_Bengal,17,158,2021,5,0,4,1,Firhad Hakim,M,AITC,105543,,152443,236676,KOLKATA PORT,GEN,PRESIDENCY DIVISION,10,64.41,69.23,no,68554,44.97,1.85,AEWB121417,,,TRUE,4,AITC,,KOLKATA PORT,TRUE,TRUE,4,FALSE,TRUE,TRUE,62,KOLKATA CORPORATION
AE,West_Bengal,17,158,2021,5,0,4,2,Awadh Kishore Gupta,M,BJP,36989,,152443,236676,KOLKATA PORT,GEN,PRESIDENCY DIVISION,10,64.41,24.26,no,31399,20.6,1.85,AEWB106710,,,TRUE,3,BJP,,KOLKATA PORT,TRUE,TRUE,0,FALSE,FALSE,TRUE,68,KOLKATA CORPORATION
AE,West_Bengal,17,158,2021,5,0,4,3,Md Mukhtar,M,INC,5590,,152443,236676,KOLKATA PORT,GEN,PRESIDENCY DIVISION,10,64.41,3.67,yes,4230,2.77,1.85,DUMWB1451,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,52,KOLKATA CORPORATION
AE,West_Bengal,17,158,2021,5,0,4,4,None Of The Above,,NOTA,1360,,152443,236676,KOLKATA PORT,GEN,PRESIDENCY DIVISION,10,64.41,0.89,yes,221,0.14,1.85,,,,TRUE,,,,,,,,,FALSE,FALSE,,KOLKATA CORPORATION
AE,West_Bengal,17,158,2021,5,0,4,5,Sanjay Dey,M,IND,1139,,152443,236676,KOLKATA PORT,GEN,PRESIDENCY DIVISION,10,64.41,0.75,yes,391,0.26,1.85,DUMWB2047,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,51,KOLKATA CORPORATION
AE,West_Bengal,17,158,2021,5,0,4,6,Khan Sarfaraz,M,BSP,748,,152443,236676,KOLKATA PORT,GEN,PRESIDENCY DIVISION,10,64.41,0.49,yes,320,0.21,1.85,GEWB121318,,,TRUE,2,BSP,,KOLKATA PORT,TRUE,TRUE,0,FALSE,FALSE,TRUE,45,KOLKATA CORPORATION
AE,West_Bengal,17,158,2021,5,0,4,7,Kalpana Chohan,F,IND,428,,152443,236676,KOLKATA PORT,GEN,PRESIDENCY DIVISION,10,64.41,0.28,yes,248,0.16,1.85,DUMWB2006,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,45,KOLKATA CORPORATION
AE,West_Bengal,17,158,2021,5,0,4,8,Sk Jayed Hossain,M,SUCI,180,,152443,236676,KOLKATA PORT,GEN,PRESIDENCY DIVISION,10,64.41,0.12,yes,5,0,1.85,DUMWB1799,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,44,KOLKATA CORPORATION
AE,West_Bengal,17,158,2021,5,0,4,9,Manjay Kumar Roy,M,JD(U),175,,152443,236676,KOLKATA PORT,GEN,PRESIDENCY DIVISION,10,64.41,0.11,yes,10,0.01,1.85,DUMWB1619,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,31,KOLKATA CORPORATION
AE,West_Bengal,17,158,2021,5,0,4,10,Jay Prakash Shaw,M,IND,165,,152443,236676,KOLKATA PORT,GEN,PRESIDENCY DIVISION,10,64.41,0.11,yes,39,0.03,1.85,DUMWB1946,,,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,48,KOLKATA CORPORATION
AE,West_Bengal,17,158,2021,5,0,4,11,Biswajit Halder,M,IND,126,,152443,236676,KOLKATA PORT,GEN,PRESIDENCY DIVISION,10,64.41,0.08,yes,0,0,1.85,AEWB101293,,,TRUE,2,IND,,KOLKATA PORT,TRUE,TRUE,0,FALSE,FALSE,TRUE,61,KOLKATA CORPORATION
